week,show_type,title,ori_country,genre,release_date,is_NF_Ori,imdb_rating,rt_rating,country_chart,show_link,Continent,rel_yr,rel_mt
23,Movie,Extraction,USA,Action,2020-04-24,True,70,68,RUS,https://flixpatrol.com/title/extraction-2020,EUR,2020,4
23,TV Show,Space Force,USA,Comedy,2020-05-29,True,70,41,RUS,https://flixpatrol.com/title/space-force,EUR,2020,5
22,Movie,Extraction,USA,Action,2020-04-24,True,70,68,RUS,https://flixpatrol.com/title/extraction-2020,EUR,2020,4
22,TV Show,Snowpiercer,USA,Science Fiction,2020-05-17,True,61,62,RUS,https://flixpatrol.com/title/snowpiercer-2020,EUR,2020,5
21,Movie,Extraction,USA,Action,2020-04-24,True,70,68,RUS,https://flixpatrol.com/title/extraction-2020,EUR,2020,4
21,Documentary TV,The Last Dance,USA,Documentary,2020-04-19,True,94,97,RUS,https://flixpatrol.com/title/the-last-dance,EUR,2020,4
20,Documentary,Have a Good Trip: Adventures in Psychedelics,USA,Documentary,2020-05-11,True,73,47,RUS,https://flixpatrol.com/title/have-a-good-trip-adventures-in-psychedelics,EUR,2020,5
20,Documentary TV,The Last Dance,USA,Documentary,2020-04-19,True,94,97,RUS,https://flixpatrol.com/title/the-last-dance,EUR,2020,4
19,Movie,Extraction,USA,Action,2020-04-24,True,70,68,RUS,https://flixpatrol.com/title/extraction-2020,EUR,2020,4
19,TV Show,Hollywood,USA,Drama,2020-05-01,True,65,57,RUS,https://flixpatrol.com/title/hollywood-2020,EUR,2020,5
18,Movie,Extraction,USA,Action,2020-04-24,True,70,68,RUS,https://flixpatrol.com/title/extraction-2020,EUR,2020,4
18,TV Show,Never Have I Ever,USA,Comedy,2020-04-27,True,78,98,RUS,https://flixpatrol.com/title/never-have-i-ever,EUR,2020,4
17,Movie,6 Underground,USA,Action,2019-12-13,True,61,36,RUS,https://flixpatrol.com/title/6-underground,EUR,2019,12
17,TV Show,Too Hot to Handle,USA,Reality-Show,2020-04-17,True,42,37,RUS,https://flixpatrol.com/title/too-hot-to-handle,EUR,2020,4
16,Movie,Love. Wedding. Repeat,Italy,Comedy,2020-04-10,True,55,34,RUS,https://flixpatrol.com/title/love-wedding-repeat,EUR,2020,4
16,TV Show,Money Heist,Spain,Action,2017-05-02,True,84,93,RUS,https://flixpatrol.com/title/money-heist,EUR,2017,5
15,Movie,The Platform,Spain,Science Fiction,2020-03-20,True,73,0,RUS,https://flixpatrol.com/title/the-platform,EUR,2020,3
15,TV Show,Money Heist,Spain,Action,2017-05-02,True,84,93,RUS,https://flixpatrol.com/title/money-heist,EUR,2017,5
14,Movie,The Platform,Spain,Science Fiction,2020-03-20,True,73,0,RUS,https://flixpatrol.com/title/the-platform,EUR,2020,3
14,TV Show,Ozark,USA,Crime,2017-07-21,True,84,81,RUS,https://flixpatrol.com/title/ozark,EUR,2017,7
13,Movie,The Platform,Spain,Science Fiction,2020-03-20,True,73,0,RUS,https://flixpatrol.com/title/the-platform,EUR,2020,3
13,TV Show,Freud,Austria,Drama,2020-03-15,True,67,50,RUS,https://flixpatrol.com/title/freud,EUR,2020,3
37,Movie,#Alive,South Korea,Horror,2020-09-08,False,62,86,BGD,https://flixpatrol.com/title/alive-2020,ASI,2020,9
37,TV Show,Masaba Masaba,India,Comedy,2020-08-28,True,68,0,BGD,https://flixpatrol.com/title/masaba-masaba,ASI,2020,8
36,Movie,Aquaman,USA,Superhero,2018-12-07,False,77,65,BGD,https://flixpatrol.com/title/aquaman,ASI,2018,12
36,TV Show,Masaba Masaba,India,Comedy,2020-08-28,True,68,0,BGD,https://flixpatrol.com/title/masaba-masaba,ASI,2020,8
35,Movie,Class of '83,India,Drama,2020-08-21,False,0,20,BGD,https://flixpatrol.com/title/class-of-83,ASI,2020,8
35,TV Show,Lucifer,USA,Superhero,2016-01-25,True,83,87,BGD,https://flixpatrol.com/title/lucifer,ASI,2016,1
37,Movie,"Love, Guaranteed",USA,Comedy,2020-09-03,True,55,50,HRV,https://flixpatrol.com/title/love-guaranteed,EUR,2020,9
37,TV Show,Away,USA,Science Fiction,2020-09-04,True,71,73,HRV,https://flixpatrol.com/title/away-2020,EUR,2020,9
36,Movie,Project Power,USA,Action,2020-08-14,True,61,63,HRV,https://flixpatrol.com/title/project-power,EUR,2020,8
36,TV Show,Lucifer,USA,Superhero,2016-01-25,True,83,87,HRV,https://flixpatrol.com/title/lucifer,EUR,2016,1
35,Movie,Project Power,USA,Action,2020-08-14,True,61,63,HRV,https://flixpatrol.com/title/project-power,EUR,2020,8
35,TV Show,Lucifer,USA,Superhero,2016-01-25,True,83,87,HRV,https://flixpatrol.com/title/lucifer,EUR,2016,1
34,Movie,Project Power,USA,Action,2020-08-14,True,61,63,HRV,https://flixpatrol.com/title/project-power,EUR,2020,8
34,TV Show,The Umbrella Academy,USA,Superhero,2019-02-15,True,83,82,HRV,https://flixpatrol.com/title/the-umbrella-academy,EUR,2019,2
33,Movie,Work It,USA,Comedy,2020-08-07,True,61,0,HRV,https://flixpatrol.com/title/work-it-2020,EUR,2020,8
33,TV Show,The Umbrella Academy,USA,Superhero,2019-02-15,True,83,82,HRV,https://flixpatrol.com/title/the-umbrella-academy,EUR,2019,2
32,Movie,The Kissing Booth 2,United Kingdom,Romance,2020-07-24,True,62,28,HRV,https://flixpatrol.com/title/the-kissing-booth-2,EUR,2020,7
32,TV Show,The Umbrella Academy,USA,Superhero,2019-02-15,True,83,82,HRV,https://flixpatrol.com/title/the-umbrella-academy,EUR,2019,2
31,Movie,The Kissing Booth 2,United Kingdom,Romance,2020-07-24,True,62,28,HRV,https://flixpatrol.com/title/the-kissing-booth-2,EUR,2020,7
31,TV Show,Modern Family,USA,Comedy,2009-09-23,False,84,0,HRV,https://flixpatrol.com/title/modern-family,EUR,2009,9
30,Movie,Jurassic World: Fallen Kingdom,USA,Science Fiction,2018-06-06,False,67,47,HRV,https://flixpatrol.com/title/jurassic-world-fallen-kingdom,EUR,2018,6
30,TV Show,Cursed,USA,Fantasy,2020-07-17,True,51,69,HRV,https://flixpatrol.com/title/cursed-2020,EUR,2020,7
29,Movie,The Old Guard,USA,Superhero,2020-07-10,True,82,80,HRV,https://flixpatrol.com/title/the-old-guard,EUR,2020,7
29,TV Show,Warrior Nun,USA,Fantasy,2020-07-02,True,69,0,HRV,https://flixpatrol.com/title/warrior-nun,EUR,2020,7
28,Movie,The Old Guard,USA,Superhero,2020-07-10,True,82,80,HRV,https://flixpatrol.com/title/the-old-guard,EUR,2020,7
28,TV Show,Warrior Nun,USA,Fantasy,2020-07-02,True,69,0,HRV,https://flixpatrol.com/title/warrior-nun,EUR,2020,7
27,Movie,Eurovision Song Contest: The Story of Fire Saga,USA,Comedy,2020-06-26,True,78,63,HRV,https://flixpatrol.com/title/eurovision-song-contest-the-story-of-fire-saga,EUR,2020,6
27,TV Show,Dark,Germany,Mystery,2017-12-01,True,87,94,HRV,https://flixpatrol.com/title/dark-2017,EUR,2017,12
26,Movie,Eurovision Song Contest: The Story of Fire Saga,USA,Comedy,2020-06-26,True,78,63,HRV,https://flixpatrol.com/title/eurovision-song-contest-the-story-of-fire-saga,EUR,2020,6
26,TV Show,Dark,Germany,Mystery,2017-12-01,True,87,94,HRV,https://flixpatrol.com/title/dark-2017,EUR,2017,12
37,Movie,Charlie and the Chocolate Factory,USA,Fantasy,2005-07-09,False,67,83,IRE,https://flixpatrol.com/title/charlie-and-the-chocolate-factory,EUR,2005,7
37,TV Show,Away,USA,Science Fiction,2020-09-04,True,71,73,IRE,https://flixpatrol.com/title/away-2020,EUR,2020,9
36,Movie,Zodiac,USA,Crime,2007-03-01,False,77,89,IRE,https://flixpatrol.com/title/zodiac,EUR,2007,3
36,TV Show,Cobra Kai,USA,Action,2018-05-02,False,88,94,IRE,https://flixpatrol.com/title/cobra-kai,EUR,2018,5
35,Movie,Bee Movie,USA,Animated,2007-10-28,False,62,50,IRE,https://flixpatrol.com/title/bee-movie,EUR,2007,10
35,TV Show,The Fall,Ireland,Crime,2013-05-12,False,82,0,IRE,https://flixpatrol.com/title/the-fall-2013,EUR,2013,5
34,Movie,Project Power,USA,Action,2020-08-14,True,61,63,IRE,https://flixpatrol.com/title/project-power,EUR,2020,8
34,TV Show,Dirty John,USA,Drama,2018-11-25,True,69,71,IRE,https://flixpatrol.com/title/dirty-john,EUR,2018,11
33,Movie,Work It,USA,Comedy,2020-08-07,True,61,0,IRE,https://flixpatrol.com/title/work-it-2020,EUR,2020,8
33,TV Show,Selling Sunset,USA,Reality-Show,2019-03-22,True,53,60,IRE,https://flixpatrol.com/title/selling-sunset,EUR,2019,3
32,Movie,Rumor Has It...,USA,Romance,2005-12-25,False,55,20,IRE,https://flixpatrol.com/title/rumor-has-it,EUR,2005,12
32,TV Show,The Umbrella Academy,USA,Superhero,2019-02-15,True,83,82,IRE,https://flixpatrol.com/title/the-umbrella-academy,EUR,2019,2
31,Movie,The Kissing Booth 2,United Kingdom,Romance,2020-07-24,True,62,28,IRE,https://flixpatrol.com/title/the-kissing-booth-2,EUR,2020,7
31,TV Show,Good Girls,USA,Comedy,2018-02-26,True,78,87,IRE,https://flixpatrol.com/title/good-girls,EUR,2018,2
30,Movie,Fatal Affair,USA,Drama,2020-07-16,False,46,0,IRE,https://flixpatrol.com/title/fatal-affair,EUR,2020,7
30,Documentary TV,Fear City: New York vs The Mafia,USA,Documentary,2020-07-22,True,79,67,IRE,https://flixpatrol.com/title/fear-city-new-york-vs-the-mafia,EUR,2020,7
29,Movie,The Old Guard,USA,Superhero,2020-07-10,True,82,80,IRE,https://flixpatrol.com/title/the-old-guard,EUR,2020,7
29,Documentary TV,The Business of Drugs,USA,Documentary,2020-07-14,True,70,0,IRE,https://flixpatrol.com/title/the-business-of-drugs,EUR,2020,7
28,Movie,Mission: Impossible - Fallout,USA,Action,2018-07-13,False,80,97,IRE,https://flixpatrol.com/title/mission-impossible-fallout,EUR,2018,7
28,TV Show,Unsolved Mysteries,USA,Documentary,2020-07-01,True,80,74,IRE,https://flixpatrol.com/title/unsolved-mysteries-2020,EUR,2020,7
27,Movie,Eurovision Song Contest: The Story of Fire Saga,USA,Comedy,2020-06-26,True,78,63,IRE,https://flixpatrol.com/title/eurovision-song-contest-the-story-of-fire-saga,EUR,2020,6
27,TV Show,Unsolved Mysteries,USA,Documentary,2020-07-01,True,80,74,IRE,https://flixpatrol.com/title/unsolved-mysteries-2020,EUR,2020,7
26,Movie,Hotel Transylvania 3: Summer Vacation,USA,Animated,2018-07-12,False,65,60,IRE,https://flixpatrol.com/title/hotel-transylvania-3-summer-vacation,EUR,2018,7
26,TV Show,The Sinner,USA,Crime,2017-08-02,True,80,90,IRE,https://flixpatrol.com/title/the-sinner,EUR,2017,8
25,Movie,365 Days,Poland,Romance,2020-06-07,False,35,0,IRE,https://flixpatrol.com/title/365-days,EUR,2020,6
25,TV Show,The Woods,USA,Crime,2020-06-12,True,65,0,IRE,https://flixpatrol.com/title/the-woods-2020,EUR,2020,6
24,Movie,365 Days,Poland,Romance,2020-06-07,False,35,0,IRE,https://flixpatrol.com/title/365-days,EUR,2020,6
24,TV Show,13 Reasons Why,USA,Drama,2017-03-31,True,84,39,IRE,https://flixpatrol.com/title/13-reasons-why,EUR,2017,3
23,Movie,The Addams Family,USA,Animated,2019-10-10,False,59,44,IRE,https://flixpatrol.com/title/the-addams-family-2019,EUR,2019,10
23,Documentary TV,Jeffrey Epstein: Filthy Rich,USA,Documentary,2020-05-27,True,72,79,IRE,https://flixpatrol.com/title/jeffrey-epstein-filthy-rich,EUR,2020,5
22,Movie,Justice League,USA,Superhero,2017-11-15,False,68,40,IRE,https://flixpatrol.com/title/justice-league,EUR,2017,11
22,Documentary TV,Jeffrey Epstein: Filthy Rich,USA,Documentary,2020-05-27,True,72,79,IRE,https://flixpatrol.com/title/jeffrey-epstein-filthy-rich,EUR,2020,5
21,Movie,The Wrong Missy,USA,Comedy,2020-05-13,True,56,25,IRE,https://flixpatrol.com/title/the-wrong-missy,EUR,2020,5
21,TV Show,White Lines,United Kingdom,Crime,2020-05-15,True,61,64,IRE,https://flixpatrol.com/title/white-lines,EUR,2020,5
20,Movie,The Wrong Missy,USA,Comedy,2020-05-13,True,56,25,IRE,https://flixpatrol.com/title/the-wrong-missy,EUR,2020,5
20,Documentary TV,The Last Dance,USA,Documentary,2020-04-19,True,94,97,IRE,https://flixpatrol.com/title/the-last-dance,EUR,2020,4
19,Documentary,Becoming,USA,Documentary,2020-05-06,True,64,92,IRE,https://flixpatrol.com/title/becoming,EUR,2020,5
19,Documentary TV,The Last Dance,USA,Documentary,2020-04-19,True,94,97,IRE,https://flixpatrol.com/title/the-last-dance,EUR,2020,4
18,Movie,Extraction,USA,Action,2020-04-24,True,70,68,IRE,https://flixpatrol.com/title/extraction-2020,EUR,2020,4
18,TV Show,After Life,United Kingdom,Comedy,2019-03-08,True,80,74,IRE,https://flixpatrol.com/title/after-life,EUR,2019,3
17,Movie,Extraction,USA,Action,2020-04-24,True,70,68,IRE,https://flixpatrol.com/title/extraction-2020,EUR,2020,4
17,TV Show,Too Hot to Handle,USA,Reality-Show,2020-04-17,True,42,37,IRE,https://flixpatrol.com/title/too-hot-to-handle,EUR,2020,4
16,Movie,Love. Wedding. Repeat,Italy,Comedy,2020-04-10,True,55,34,IRE,https://flixpatrol.com/title/love-wedding-repeat,EUR,2020,4
16,Documentary TV,"Tiger King: Murder, Mayhem and Madness",USA,Documentary,2020-03-20,True,81,0,IRE,https://flixpatrol.com/title/tiger-king-murder-mayhem-and-madness,EUR,2020,3
15,Movie,Contagion,USA,Thriller,2011-09-09,False,67,84,IRE,https://flixpatrol.com/title/contagion,EUR,2011,9
15,Documentary TV,"Tiger King: Murder, Mayhem and Madness",USA,Documentary,2020-03-20,True,81,0,IRE,https://flixpatrol.com/title/tiger-king-murder-mayhem-and-madness,EUR,2020,3
14,Movie,Coffee & Kareem,USA,Comedy,2020-04-03,True,50,19,IRE,https://flixpatrol.com/title/coffee-kareem,EUR,2020,4
14,Documentary TV,"Tiger King: Murder, Mayhem and Madness",USA,Documentary,2020-03-20,True,81,0,IRE,https://flixpatrol.com/title/tiger-king-murder-mayhem-and-madness,EUR,2020,3
37,Movie,The Emoji Movie,USA,Animated,2017-07-28,False,14,8,BRA,https://flixpatrol.com/title/the-emoji-movie,AME,2017,7
37,TV Show,Chiquititas,Unknown,Unknown,2013-07-15,False,0,0,BRA,https://flixpatrol.com/title/chiquititas,AME,2013,7
36,Movie,Em Prova: Amiga do Inimigo,Brazil,Unknown,1900-01-01,False,0,0,BRA,https://flixpatrol.com/title/em-prova-amiga-do-inimigo,AME,1900,1
36,TV Show,Lucifer,USA,Superhero,2016-01-25,True,83,87,BRA,https://flixpatrol.com/title/lucifer,AME,2016,1
35,Movie,Escape Plan,USA,Action,2013-11-13,False,68,49,BRA,https://flixpatrol.com/title/escape-plan,AME,2013,11
35,TV Show,Lucifer,USA,Superhero,2016-01-25,True,83,87,BRA,https://flixpatrol.com/title/lucifer,AME,2016,1
34,Movie,Project Power,USA,Action,2020-08-14,True,61,63,BRA,https://flixpatrol.com/title/project-power,AME,2020,8
34,TV Show,Dark Desire,Mexico,Drama,2020-07-15,True,75,0,BRA,https://flixpatrol.com/title/dark-desire,AME,2020,7
33,Movie,Work It,USA,Comedy,2020-08-07,True,61,0,BRA,https://flixpatrol.com/title/work-it-2020,AME,2020,8
33,TV Show,Locked Up,Spain,Drama,2015-04-20,True,83,100,BRA,https://flixpatrol.com/title/locked-up,AME,2015,4
32,Movie,Luccas Neto em: O Hotel Mágico,Unknown,Unknown,2020-05-01,False,0,0,BRA,https://flixpatrol.com/title/luccas-neto-em-o-hotel-magico,AME,2020,5
32,TV Show,Locked Up,Spain,Drama,2015-04-20,True,83,100,BRA,https://flixpatrol.com/title/locked-up,AME,2015,4
31,Movie,The Kissing Booth 2,United Kingdom,Romance,2020-07-24,True,62,28,BRA,https://flixpatrol.com/title/the-kissing-booth-2,AME,2020,7
31,TV Show,Dark Desire,Mexico,Drama,2020-07-15,True,75,0,BRA,https://flixpatrol.com/title/dark-desire,AME,2020,7
30,Movie,Parker,USA,Crime,2013-01-25,False,62,40,BRA,https://flixpatrol.com/title/parker,AME,2013,1
30,TV Show,Dark Desire,Mexico,Drama,2020-07-15,True,75,0,BRA,https://flixpatrol.com/title/dark-desire,AME,2020,7
29,Movie,The Old Guard,USA,Superhero,2020-07-10,True,82,80,BRA,https://flixpatrol.com/title/the-old-guard,AME,2020,7
29,TV Show,Dark Desire,Mexico,Drama,2020-07-15,True,75,0,BRA,https://flixpatrol.com/title/dark-desire,AME,2020,7
28,Movie,Desperados,USA,Comedy,2020-07-03,True,51,15,BRA,https://flixpatrol.com/title/desperados-2020,AME,2020,7
28,TV Show,Warrior Nun,USA,Fantasy,2020-07-02,True,69,0,BRA,https://flixpatrol.com/title/warrior-nun,AME,2020,7
27,Movie,Baby Driver,USA,Action,2017-06-28,False,78,92,BRA,https://flixpatrol.com/title/baby-driver,AME,2017,6
27,TV Show,Dark,Germany,Mystery,2017-12-01,True,87,94,BRA,https://flixpatrol.com/title/dark-2017,AME,2017,12
26,Movie,Lost Bullet,France,Crime,2020-06-19,True,62,0,BRA,https://flixpatrol.com/title/lost-bullet,AME,2020,6
26,TV Show,The Order,USA,Fantasy,2019-03-07,True,69,100,BRA,https://flixpatrol.com/title/the-order-2019,AME,2019,3
25,Movie,365 Days,Poland,Romance,2020-06-07,False,35,0,BRA,https://flixpatrol.com/title/365-days,AME,2020,6
25,TV Show,Most Beautiful Thing,Brazil,Drama,2019-03-22,True,80,0,BRA,https://flixpatrol.com/title/most-beautiful-thing,AME,2019,3
24,Movie,365 Days,Poland,Romance,2020-06-07,False,35,0,BRA,https://flixpatrol.com/title/365-days,AME,2020,6
24,TV Show,Reality Z,Brazil,Comedy,2020-06-10,True,46,20,BRA,https://flixpatrol.com/title/reality-z,AME,2020,6
23,Movie,Hancock,USA,Superhero,2008-07-01,False,64,41,BRA,https://flixpatrol.com/title/hancock,AME,2008,7
23,TV Show,Control Z,Mexico,Drama,2020-05-22,True,70,67,BRA,https://flixpatrol.com/title/control-z,AME,2020,5
22,Movie,Mercury Rising,USA,Action,1998-04-03,False,61,17,BRA,https://flixpatrol.com/title/mercury-rising,AME,1998,4
22,TV Show,Control Z,Mexico,Drama,2020-05-22,True,70,67,BRA,https://flixpatrol.com/title/control-z,AME,2020,5
21,Movie,The Wrong Missy,USA,Comedy,2020-05-13,True,56,25,BRA,https://flixpatrol.com/title/the-wrong-missy,AME,2020,5
21,TV Show,The 100,USA,Science Fiction,2014-03-19,True,78,92,BRA,https://flixpatrol.com/title/the-100,AME,2014,3
20,Movie,The Wrong Missy,USA,Comedy,2020-05-13,True,56,25,BRA,https://flixpatrol.com/title/the-wrong-missy,AME,2020,5
20,TV Show,Never Have I Ever,USA,Comedy,2020-04-27,True,78,98,BRA,https://flixpatrol.com/title/never-have-i-ever,AME,2020,4
19,Movie,Vacation,USA,Comedy,2015-07-29,False,62,26,BRA,https://flixpatrol.com/title/vacation,AME,2015,7
19,TV Show,Never Have I Ever,USA,Comedy,2020-04-27,True,78,98,BRA,https://flixpatrol.com/title/never-have-i-ever,AME,2020,4
18,Movie,Extraction,USA,Action,2020-04-24,True,70,68,BRA,https://flixpatrol.com/title/extraction-2020,AME,2020,4
18,TV Show,Never Have I Ever,USA,Comedy,2020-04-27,True,78,98,BRA,https://flixpatrol.com/title/never-have-i-ever,AME,2020,4
17,Movie,Miracle in Cell No. 7,Turkey,Drama,2019-10-10,False,83,0,BRA,https://flixpatrol.com/title/miracle-in-cell-no-7,AME,2019,10
17,TV Show,Too Hot to Handle,USA,Reality-Show,2020-04-17,True,42,37,BRA,https://flixpatrol.com/title/too-hot-to-handle,AME,2020,4
16,Movie,Miracle in Cell No. 7,Turkey,Drama,2019-10-10,False,83,0,BRA,https://flixpatrol.com/title/miracle-in-cell-no-7,AME,2019,10
16,TV Show,Blindspot,USA,Crime,2015-09-21,False,74,0,BRA,https://flixpatrol.com/title/blindspot-2015,AME,2015,9
15,Documentary,Money Heist: The Phenomenon,Spain,Documentary,2020-04-03,True,78,0,BRA,https://flixpatrol.com/title/money-heist-the-phenomenon,AME,2020,4
15,TV Show,Money Heist,Spain,Action,2017-05-02,True,84,93,BRA,https://flixpatrol.com/title/money-heist,AME,2017,5
14,Movie,The Platform,Spain,Science Fiction,2020-03-20,True,73,0,BRA,https://flixpatrol.com/title/the-platform,AME,2020,3
14,TV Show,Toy Boy,Spain,Crime,2019-09-07,True,65,0,BRA,https://flixpatrol.com/title/toy-boy-2019,AME,2019,9
13,Movie,The Platform,Spain,Science Fiction,2020-03-20,True,73,0,BRA,https://flixpatrol.com/title/the-platform,AME,2020,3
13,TV Show,Toy Boy,Spain,Crime,2019-09-07,True,65,0,BRA,https://flixpatrol.com/title/toy-boy-2019,AME,2019,9
37,Movie,Suicide Squad,USA,Superhero,2016-08-02,False,61,25,ITA,https://flixpatrol.com/title/suicide-squad,EUR,2016,8
37,TV Show,Away,USA,Science Fiction,2020-09-04,True,71,73,ITA,https://flixpatrol.com/title/away-2020,EUR,2020,9
36,Movie,The Match,Croatia,Drama,2020-09-01,False,0,0,ITA,https://flixpatrol.com/title/the-match,EUR,2020,9
36,TV Show,Lucifer,USA,Superhero,2016-01-25,True,83,87,ITA,https://flixpatrol.com/title/lucifer,EUR,2016,1
35,Movie,Venom,USA,Superhero,2018-10-03,False,71,29,ITA,https://flixpatrol.com/title/venom-2018,EUR,2018,10
35,TV Show,Lucifer,USA,Superhero,2016-01-25,True,83,87,ITA,https://flixpatrol.com/title/lucifer,EUR,2016,1
34,Movie,Project Power,USA,Action,2020-08-14,True,61,63,ITA,https://flixpatrol.com/title/project-power,EUR,2020,8
34,TV Show,Locked Up,Spain,Drama,2015-04-20,True,83,100,ITA,https://flixpatrol.com/title/locked-up,EUR,2015,4
33,Movie,Work It,USA,Comedy,2020-08-07,True,61,0,ITA,https://flixpatrol.com/title/work-it-2020,EUR,2020,8
33,TV Show,Locked Up,Spain,Drama,2015-04-20,True,83,100,ITA,https://flixpatrol.com/title/locked-up,EUR,2015,4
32,Movie,The Mummy,USA,Adventure,2017-06-06,False,55,13,ITA,https://flixpatrol.com/title/the-mummy-2017,EUR,2017,6
32,TV Show,Locked Up,Spain,Drama,2015-04-20,True,83,100,ITA,https://flixpatrol.com/title/locked-up,EUR,2015,4
31,Movie,The Kissing Booth 2,United Kingdom,Romance,2020-07-24,True,62,28,ITA,https://flixpatrol.com/title/the-kissing-booth-2,EUR,2020,7
31,TV Show,Cursed,USA,Fantasy,2020-07-17,True,51,69,ITA,https://flixpatrol.com/title/cursed-2020,EUR,2020,7
30,Movie,MILF,France,Comedy,2018-05-02,False,0,14,ITA,https://flixpatrol.com/title/milf-2018,EUR,2018,5
30,TV Show,Cursed,USA,Fantasy,2020-07-17,True,51,69,ITA,https://flixpatrol.com/title/cursed-2020,EUR,2020,7
29,Movie,The Old Guard,USA,Superhero,2020-07-10,True,82,80,ITA,https://flixpatrol.com/title/the-old-guard,EUR,2020,7
29,TV Show,Dark,Germany,Mystery,2017-12-01,True,87,94,ITA,https://flixpatrol.com/title/dark-2017,EUR,2017,12
28,Movie,Under the Riccione Sun,Italy,Comedy,2020-07-01,True,52,0,ITA,https://flixpatrol.com/title/under-the-riccione-sun,EUR,2020,7
28,TV Show,Dark,Germany,Mystery,2017-12-01,True,87,94,ITA,https://flixpatrol.com/title/dark-2017,EUR,2017,12
27,Movie,Under the Riccione Sun,Italy,Comedy,2020-07-01,True,52,0,ITA,https://flixpatrol.com/title/under-the-riccione-sun,EUR,2020,7
27,TV Show,Dark,Germany,Mystery,2017-12-01,True,87,94,ITA,https://flixpatrol.com/title/dark-2017,EUR,2017,12
26,Movie,365 Days,Poland,Romance,2020-06-07,False,35,0,ITA,https://flixpatrol.com/title/365-days,EUR,2020,6
26,TV Show,The Order,USA,Fantasy,2019-03-07,True,69,100,ITA,https://flixpatrol.com/title/the-order-2019,EUR,2019,3
25,Movie,365 Days,Poland,Romance,2020-06-07,False,35,0,ITA,https://flixpatrol.com/title/365-days,EUR,2020,6
25,TV Show,Curon,Italy,Fantasy,2020-06-10,True,66,71,ITA,https://flixpatrol.com/title/curon,EUR,2020,6
24,Movie,The Last Days of American Crime,USA,Science Fiction,2020-06-05,True,40,0,ITA,https://flixpatrol.com/title/the-last-days-of-american-crime,EUR,2020,6
24,TV Show,13 Reasons Why,USA,Drama,2017-03-31,True,84,39,ITA,https://flixpatrol.com/title/13-reasons-why,EUR,2017,3
23,Movie,Rampage,USA,Adventure,2018-04-19,False,66,51,ITA,https://flixpatrol.com/title/rampage,EUR,2018,4
23,TV Show,Dynasty,USA,Drama,2017-10-11,True,59,80,ITA,https://flixpatrol.com/title/dynasty-2017,EUR,2017,10
22,Movie,8 Mile,USA,Drama,2002-11-08,False,70,76,ITA,https://flixpatrol.com/title/8-mile,EUR,2002,11
22,TV Show,Dynasty,USA,Drama,2017-10-11,True,59,80,ITA,https://flixpatrol.com/title/dynasty-2017,EUR,2017,10
21,Movie,The Wrong Missy,USA,Comedy,2020-05-13,True,56,25,ITA,https://flixpatrol.com/title/the-wrong-missy,EUR,2020,5
21,TV Show,White Lines,United Kingdom,Crime,2020-05-15,True,61,64,ITA,https://flixpatrol.com/title/white-lines,EUR,2020,5
20,Movie,The Wrong Missy,USA,Comedy,2020-05-13,True,56,25,ITA,https://flixpatrol.com/title/the-wrong-missy,EUR,2020,5
20,Documentary TV,The Last Dance,USA,Documentary,2020-04-19,True,94,97,ITA,https://flixpatrol.com/title/the-last-dance,EUR,2020,4
19,Movie,Aftermath,USA,Drama,2017-04-06,False,57,43,ITA,https://flixpatrol.com/title/aftermath-2017,EUR,2017,4
19,TV Show,Summertime,Italy,Drama,2020-04-29,True,57,83,ITA,https://flixpatrol.com/title/summertime-2020,EUR,2020,4
18,Movie,Extraction,USA,Action,2020-04-24,True,70,68,ITA,https://flixpatrol.com/title/extraction-2020,EUR,2020,4
18,TV Show,Summertime,Italy,Drama,2020-04-29,True,57,83,ITA,https://flixpatrol.com/title/summertime-2020,EUR,2020,4
17,Movie,The Legacy of the Bones,Spain,Crime,2019-12-05,True,61,0,ITA,https://flixpatrol.com/title/the-legacy-of-the-bones,EUR,2019,12
17,TV Show,Too Hot to Handle,USA,Reality-Show,2020-04-17,True,42,37,ITA,https://flixpatrol.com/title/too-hot-to-handle,EUR,2020,4
16,Movie,Mission: Impossible - Fallout,USA,Action,2018-07-13,False,80,97,ITA,https://flixpatrol.com/title/mission-impossible-fallout,EUR,2018,7
16,TV Show,Money Heist,Spain,Action,2017-05-02,True,84,93,ITA,https://flixpatrol.com/title/money-heist,EUR,2017,5
15,Documentary,Money Heist: The Phenomenon,Spain,Documentary,2020-04-03,True,78,0,ITA,https://flixpatrol.com/title/money-heist-the-phenomenon,EUR,2020,4
15,TV Show,Money Heist,Spain,Action,2017-05-02,True,84,93,ITA,https://flixpatrol.com/title/money-heist,EUR,2017,5
14,Movie,The Platform,Spain,Science Fiction,2020-03-20,True,73,0,ITA,https://flixpatrol.com/title/the-platform,EUR,2020,3
14,TV Show,Freud,Austria,Drama,2020-03-15,True,67,50,ITA,https://flixpatrol.com/title/freud,EUR,2020,3
13,Movie,The Platform,Spain,Science Fiction,2020-03-20,True,73,0,ITA,https://flixpatrol.com/title/the-platform,EUR,2020,3
13,TV Show,Freud,Austria,Drama,2020-03-15,True,67,50,ITA,https://flixpatrol.com/title/freud,EUR,2020,3
12,Movie,Ultras,Italy,Drama,2020-03-09,True,63,60,ITA,https://flixpatrol.com/title/ultras,EUR,2020,3
