week,show_type,title,ori_country,genre,release_date,is_NF_Ori,imdb_rating,rt_rating,country_chart,show_link,Continent,rel_yr,rel_mt
17,Movie,Extraction,USA,Action,2020-04-24,True,70,68,HKG,https://flixpatrol.com/title/extraction-2020,ASI,2020,4
17,TV Show,Too Hot to Handle,USA,Reality-Show,2020-04-17,True,42,37,HKG,https://flixpatrol.com/title/too-hot-to-handle,ASI,2020,4
37,Movie,"Love, Guaranteed",USA,Comedy,2020-09-03,True,55,50,EST,https://flixpatrol.com/title/love-guaranteed,EUR,2020,9
37,TV Show,Away,USA,Science Fiction,2020-09-04,True,71,73,EST,https://flixpatrol.com/title/away-2020,EUR,2020,9
36,Movie,Johnny English Strikes Again,United Kingdom,Comedy,2018-09-13,False,66,34,EST,https://flixpatrol.com/title/johnny-english-3,EUR,2018,9
36,TV Show,Lucifer,USA,Superhero,2016-01-25,True,83,87,EST,https://flixpatrol.com/title/lucifer,EUR,2016,1
35,Movie,Project Power,USA,Action,2020-08-14,True,61,63,EST,https://flixpatrol.com/title/project-power,EUR,2020,8
35,TV Show,Lucifer,USA,Superhero,2016-01-25,True,83,87,EST,https://flixpatrol.com/title/lucifer,EUR,2016,1
34,Movie,Project Power,USA,Action,2020-08-14,True,61,63,EST,https://flixpatrol.com/title/project-power,EUR,2020,8
34,TV Show,The Umbrella Academy,USA,Superhero,2019-02-15,True,83,82,EST,https://flixpatrol.com/title/the-umbrella-academy,EUR,2019,2
33,Movie,Work It,USA,Comedy,2020-08-07,True,61,0,EST,https://flixpatrol.com/title/work-it-2020,EUR,2020,8
33,TV Show,The Umbrella Academy,USA,Superhero,2019-02-15,True,83,82,EST,https://flixpatrol.com/title/the-umbrella-academy,EUR,2019,2
32,Movie,The Kissing Booth 2,United Kingdom,Romance,2020-07-24,True,62,28,EST,https://flixpatrol.com/title/the-kissing-booth-2,EUR,2020,7
32,TV Show,The Umbrella Academy,USA,Superhero,2019-02-15,True,83,82,EST,https://flixpatrol.com/title/the-umbrella-academy,EUR,2019,2
31,Movie,The Kissing Booth 2,United Kingdom,Romance,2020-07-24,True,62,28,EST,https://flixpatrol.com/title/the-kissing-booth-2,EUR,2020,7
31,TV Show,Cursed,USA,Fantasy,2020-07-17,True,51,69,EST,https://flixpatrol.com/title/cursed-2020,EUR,2020,7
30,Movie,The Old Guard,USA,Superhero,2020-07-10,True,82,80,EST,https://flixpatrol.com/title/the-old-guard,EUR,2020,7
30,TV Show,Cursed,USA,Fantasy,2020-07-17,True,51,69,EST,https://flixpatrol.com/title/cursed-2020,EUR,2020,7
29,Movie,The Old Guard,USA,Superhero,2020-07-10,True,82,80,EST,https://flixpatrol.com/title/the-old-guard,EUR,2020,7
29,TV Show,Snowpiercer,USA,Science Fiction,2020-05-17,True,61,62,EST,https://flixpatrol.com/title/snowpiercer-2020,EUR,2020,5
28,Movie,The F**k-It List,USA,Comedy,2020-07-01,False,52,0,EST,https://flixpatrol.com/title/the-fk-it-list,EUR,2020,7
28,TV Show,Warrior Nun,USA,Fantasy,2020-07-02,True,69,0,EST,https://flixpatrol.com/title/warrior-nun,EUR,2020,7
27,Movie,Eurovision Song Contest: The Story of Fire Saga,USA,Comedy,2020-06-26,True,78,63,EST,https://flixpatrol.com/title/eurovision-song-contest-the-story-of-fire-saga,EUR,2020,6
27,TV Show,Modern Family,USA,Comedy,2009-09-23,False,84,0,EST,https://flixpatrol.com/title/modern-family,EUR,2009,9
26,Movie,Eurovision Song Contest: The Story of Fire Saga,USA,Comedy,2020-06-26,True,78,63,EST,https://flixpatrol.com/title/eurovision-song-contest-the-story-of-fire-saga,EUR,2020,6
26,TV Show,Modern Family,USA,Comedy,2009-09-23,False,84,0,EST,https://flixpatrol.com/title/modern-family,EUR,2009,9
37,Movie,Train to Busan,South Korea,Horror,2016-07-20,False,75,94,THA,https://flixpatrol.com/title/train-to-busan,ASI,2016,7
37,TV Show,The World of the Married,South Korea,Unknown,2020-03-27,False,0,0,THA,https://flixpatrol.com/title/the-world-of-the-married,ASI,2020,3
36,Movie,I Love You Two,Thailand,Unknown,2016-12-28,False,0,0,THA,https://flixpatrol.com/title/i-love-you-two,ASI,2016,12
36,TV Show,The World of the Married,South Korea,Unknown,2020-03-27,False,0,0,THA,https://flixpatrol.com/title/the-world-of-the-married,ASI,2020,3
35,Movie,Pee Nak 2,Thailand,Unknown,2020-02-20,False,0,0,THA,https://flixpatrol.com/title/pee-nak-2,ASI,2020,2
35,TV Show,It's Okay to Not Be Okay,South Korea,Drama,2020-06-20,True,90,0,THA,https://flixpatrol.com/title/its-okay-to-not-be-okay,ASI,2020,6
34,Movie,Friend Zone,Thailand,Unknown,2019-02-14,False,0,0,THA,https://flixpatrol.com/title/friend-zone-2019,ASI,2019,2
34,TV Show,It's Okay to Not Be Okay,South Korea,Drama,2020-06-20,True,90,0,THA,https://flixpatrol.com/title/its-okay-to-not-be-okay,ASI,2020,6
33,Movie,Ocean's 8,USA,Crime,2018-06-08,False,62,0,THA,https://flixpatrol.com/title/oceans-8,ASI,2018,6
33,TV Show,It's Okay to Not Be Okay,South Korea,Drama,2020-06-20,True,90,0,THA,https://flixpatrol.com/title/its-okay-to-not-be-okay,ASI,2020,6
32,Movie,Skyscraper,USA,Action,2018-07-04,False,61,48,THA,https://flixpatrol.com/title/skyscraper,ASI,2018,7
32,TV Show,It's Okay to Not Be Okay,South Korea,Drama,2020-06-20,True,90,0,THA,https://flixpatrol.com/title/its-okay-to-not-be-okay,ASI,2020,6
31,Movie,Parasite,South Korea,Drama,2019-05-30,False,80,99,THA,https://flixpatrol.com/title/parasite-2019,ASI,2019,5
31,TV Show,It's Okay to Not Be Okay,South Korea,Drama,2020-06-20,True,90,0,THA,https://flixpatrol.com/title/its-okay-to-not-be-okay,ASI,2020,6
30,Movie,Necromancer 2020,Thailand,Unknown,2019-11-14,False,0,0,THA,https://flixpatrol.com/title/necromancer-2020,ASI,2019,11
30,TV Show,It's Okay to Not Be Okay,South Korea,Drama,2020-06-20,True,90,0,THA,https://flixpatrol.com/title/its-okay-to-not-be-okay,ASI,2020,6
29,Movie,The Old Guard,USA,Superhero,2020-07-10,True,82,80,THA,https://flixpatrol.com/title/the-old-guard,ASI,2020,7
29,TV Show,It's Okay to Not Be Okay,South Korea,Drama,2020-06-20,True,90,0,THA,https://flixpatrol.com/title/its-okay-to-not-be-okay,ASI,2020,6
28,Movie,12 Strong,USA,War,2018-01-16,False,66,50,THA,https://flixpatrol.com/title/12-strong,ASI,2018,1
28,TV Show,It's Okay to Not Be Okay,South Korea,Drama,2020-06-20,True,90,0,THA,https://flixpatrol.com/title/its-okay-to-not-be-okay,ASI,2020,6
27,Movie,Lord Bunlue,Thailand,Unknown,1900-01-01,False,0,0,THA,https://flixpatrol.com/title/lord-bunlue,ASI,1900,1
27,TV Show,It's Okay to Not Be Okay,South Korea,Drama,2020-06-20,True,90,0,THA,https://flixpatrol.com/title/its-okay-to-not-be-okay,ASI,2020,6
26,Short,Low Season,Denmark,Unknown,2020-03-20,False,0,0,THA,https://flixpatrol.com/title/low-season,ASI,2020,3
26,TV Show,It's Okay to Not Be Okay,South Korea,Drama,2020-06-20,True,90,0,THA,https://flixpatrol.com/title/its-okay-to-not-be-okay,ASI,2020,6
25,Movie,365 Days,Poland,Romance,2020-06-07,False,35,0,THA,https://flixpatrol.com/title/365-days,ASI,2020,6
25,TV Show,The King: Eternal Monarch,South Korea,Fantasy,2020-04-17,True,87,0,THA,https://flixpatrol.com/title/the-king-eternal-monarch,ASI,2020,4
24,Movie,365 Days,Poland,Romance,2020-06-07,False,35,0,THA,https://flixpatrol.com/title/365-days,ASI,2020,6
24,TV Show,The King: Eternal Monarch,South Korea,Fantasy,2020-04-17,True,87,0,THA,https://flixpatrol.com/title/the-king-eternal-monarch,ASI,2020,4
23,Movie,X-Men: Apocalypse,USA,Superhero,2016-05-18,False,72,48,THA,https://flixpatrol.com/title/x-men-apocalypse,ASI,2016,5
23,TV Show,The King: Eternal Monarch,South Korea,Fantasy,2020-04-17,True,87,0,THA,https://flixpatrol.com/title/the-king-eternal-monarch,ASI,2020,4
22,Movie,Heartbeats,Thailand,Unknown,2019-12-12,False,0,0,THA,https://flixpatrol.com/title/heartbeats-2019,ASI,2019,12
22,TV Show,Snowpiercer,USA,Science Fiction,2020-05-17,True,61,62,THA,https://flixpatrol.com/title/snowpiercer-2020,ASI,2020,5
21,Movie,Bikeman 2,Thailand,Unknown,2019-10-23,False,0,0,THA,https://flixpatrol.com/title/bikeman-2,ASI,2019,10
21,TV Show,The King: Eternal Monarch,South Korea,Fantasy,2020-04-17,True,87,0,THA,https://flixpatrol.com/title/the-king-eternal-monarch,ASI,2020,4
20,Movie,Khun Phaen Begins,Thailand,Unknown,2019-10-10,False,71,0,THA,https://flixpatrol.com/title/khun-phaen-begins,ASI,2019,10
20,TV Show,The King: Eternal Monarch,South Korea,Fantasy,2020-04-17,True,87,0,THA,https://flixpatrol.com/title/the-king-eternal-monarch,ASI,2020,4
19,Movie,Love and Run,Thailand,Unknown,2019-09-18,False,64,0,THA,https://flixpatrol.com/title/love-and-run,ASI,2019,9
19,TV Show,The King: Eternal Monarch,South Korea,Fantasy,2020-04-17,True,87,0,THA,https://flixpatrol.com/title/the-king-eternal-monarch,ASI,2020,4
18,Movie,Extraction,USA,Action,2020-04-24,True,70,68,THA,https://flixpatrol.com/title/extraction-2020,ASI,2020,4
18,TV Show,The King: Eternal Monarch,South Korea,Fantasy,2020-04-17,True,87,0,THA,https://flixpatrol.com/title/the-king-eternal-monarch,ASI,2020,4
17,Movie,Extraction,USA,Action,2020-04-24,True,70,68,THA,https://flixpatrol.com/title/extraction-2020,ASI,2020,4
